0.02,5.950000000000659e-08
67.713,1.1000000000000439e-07
81.043,1.4500000000000515e-07
90.245,1.8499999999998169e-07
95.884,2.34999999999983e-07
99.091,3.0206001423604166e-07
100.84,3.772670003694092e-07
101.77,4.4848863386269515e-07
102.25,4.840631153681078e-07
102.51,4.713591449909409e-07
102.64,4.7291959870432293e-07
102.71,4.6076858511219255e-07
102.75,4.364888239651202e-07
102.76,4.4911239846674363e-07
102.77,4.4627044976655314e-07
102.78,4.434803627767072e-07
102.79,4.4352144867746193e-07
102.8,4.407569119271663e-07
102.82,4.3807361841315207e-07
102.86,4.3018734397925745e-07
102.93,4.036231927140505e-07
103.06,3.658715342165254e-07
103.32,3.1003783054297486e-07
103.81,2.1073631365775037e-07
104.77,1.3665953181893925e-07
106.62,1.8993247853904104e-07
110.18,2.8105747197861135e-07
117.07,4.661882434530942e-07
118.23,5.050000000000257e-07
124.71,9.549999999999917e-07
128.88,1.9028913427624783e-06
131.15,3.354864692948193e-06
132.36,5.307039611042326e-06
132.99,6.658712059891153e-06
133.32,7.3093248394222456e-06
133.5,7.454694533028022e-06
133.59,7.554689676268655e-06
133.63,7.554703459631752e-06
133.66,7.606105824095655e-06
133.67,7.606106103775987e-06
133.68,7.60467478309917e-06
133.7,7.6046732841119145e-06
133.71,7.604670929046209e-06
133.73,7.604664081315679e-06
133.78,7.556103369616412e-06
133.87,7.554601216437244e-06
134.04,7.354480655611847e-06
134.37,6.805318451630901e-06
135.02,5.504136955663041e-06
136.26,3.753207239711747e-06
138.67,2.2030059752972413e-06
143.08,1.4555911570651081e-06
146.99,1.3872493665028008e-06
149.58,1.7015171925421359e-06
150.96,2.147826453124205e-06
151.68,2.437679712050313e-06
152.06,2.517667923107734e-06
152.26,2.5142290038638456e-06
152.36,2.4986542633241456e-06
152.41,2.484821330686753e-06
152.44,2.476695554503372e-06
152.45,2.4728801146353604e-06
152.47,2.4676969657655594e-06
152.48,2.462441177241102e-06
152.5,2.457388416066816e-06
152.53,2.4475144333519642e-06
152.58,2.4257775221291523e-06
152.68,2.3765671073892274e-06
152.88,2.25836512977915e-06
153.26,1.9785471845102453e-06
153.99,1.4380084441689494e-06
154.83,1.0072043305671702e-06
155.64,7.353740176693692e-07
156.39,5.517289132317514e-07
156.78,4.628571172979112e-07
156.98,4.129299187853232e-07
157.08,3.9135605416811323e-07
157.14,3.813201644530354e-07
157.17,3.7473840404314634e-07
157.18,3.714771595446331e-07
157.2,3.6840234165477e-07
157.21,3.6535307848038094e-07
157.23,3.603677631346006e-07
157.26,3.546590750485397e-07
157.31,3.4452908654972554e-07
157.42,3.210199636221755e-07
157.62,2.8365316062448997e-07
158.01,2.2653463008020496e-07
158.77,1.7885384414122131e-07
160.23,1.60256784838526e-07
163.06,1.657262068993324e-07
168.51,1.8041470391303598e-07
179.04,1.7515108984147306e-07
192.01,1.7062206020452157e-07
199.15,1.7115400003196027e-07
211.6,1.9103467075223438e-07
218.67,2.4048459806304535e-07
222.53,3.228649450820599e-07
224.58,4.1620568892868864e-07
225.66,4.723553504798828e-07
226.22,4.857193366832016e-07
226.51,4.831070126627685e-07
226.66,4.789457418880083e-07
226.74,4.759259052734551e-07
226.78,4.7399443824626845e-07
226.8,4.7310179582784434e-07
226.82,4.7196862494665175e-07
226.85,4.7070890269753237e-07
226.87,4.696345145700945e-07
226.91,4.674131613261179e-07
226.99,4.625246741427511e-07
227.14,4.5175081281762427e-07
227.43,4.263856117298737e-07
228.0,3.672755153106183e-07
229.09,2.552289484074112e-07
231.2,1.2126841923925923e-07
235.28,3.0931091998395564e-08
243.15,4.8038297300120994e-08
258.34,7.313692155538921e-08
281.39,8.508311991495541e-08
294.98,8.959393976974379e-08
313.41,9.565186414981522e-08
323.89,1.0030175271883482e-07
329.6,1.037148389249701e-07
332.64,1.0586366438989363e-07
334.23,1.0652384797503685e-07
335.06,1.0653056605472676e-07
335.5,1.0635424159324416e-07
335.72,1.0628578269273591e-07
335.84,1.0620087635073367e-07
335.9,1.0615875951859885e-07
335.93,1.0616139065182958e-07
335.96,1.0616573748653534e-07
336.0,1.0611881265111156e-07
336.03,1.0612142970467636e-07
336.09,1.0607831428010402e-07
336.21,1.0603893036458161e-07
336.43,1.0595484034848111e-07
336.87,1.0577452426703303e-07
337.7,1.0579109419686284e-07
339.32,1.0673798332620185e-07
342.45,1.1044730397895244e-07
343.5,1.1195621163740813e-07
344.39,1.1336212048190819e-07
347.56,1.1816930903487281e-07
349.23,1.178222151329216e-07
350.1,1.1486504522452711e-07
350.55,1.1243979618104155e-07
350.79,1.1097972534146648e-07
350.91,1.101587026873802e-07
350.97,1.0972863030545753e-07
351.0,1.0950545945251302e-07
351.04,1.0922503019554604e-07
351.07,1.0900557208312342e-07
351.11,1.0877607825482978e-07
351.17,1.0835735315758166e-07
351.29,1.0748983469872433e-07
351.53,1.0578892580878772e-07
351.98,1.0271894567067283e-07
352.86,9.80259257610598e-08
354.55,9.488911177619993e-08
357.82,9.811000031508739e-08
364.12,1.0563174534920413e-07
376.3,1.1643986075492941e-07
399.82,1.3870590735695186e-07
416.59,1.60976538627175e-07
423.32,1.726477711364242e-07
449.77,2.4934727533909075e-07
464.81,3.5324435813918566e-07
473.01,4.82500000000003e-07
477.37,6.046071186648586e-07
479.65,6.618958729955933e-07
480.85,6.630512763050971e-07
481.47,6.491955000466588e-07
481.79,6.369279935414239e-07
481.96,6.302310607512302e-07
482.05,6.249202894346329e-07
482.09,6.235674503713656e-07
482.14,6.197304161563514e-07
482.19,6.168295585731931e-07
482.23,6.155177618909503e-07
482.32,6.108918854219722e-07
482.49,6.00547725195327e-07
482.81,5.795774348612898e-07
483.43,5.32875848092678e-07
484.64,4.3035039956045036e-07
486.96,2.411893688500009e-07
487.88,1.783588959358725e-07
488.72,1.326035011473275e-07
491.07,1.5581721574739004e-07
492.29,2.63119909455054e-07
492.93,3.224854655953865e-07
493.26,3.506334900878547e-07
493.43,3.6697480183484823e-07
493.52,3.7788179136527357e-07
493.56,3.83251257250768e-07
493.61,3.885137193642075e-07
493.66,3.9371161692170497e-07
493.71,3.9296033556313073e-07
493.8,4.0327427988479595e-07
493.97,4.174866880360956e-07
494.3,4.553442323153276e-07
494.94,5.048975324164792e-07
496.17,5.949283148848391e-07
498.55,7.243228691852571e-07
503.14,9.688419383894668e-07
505.23,1.1278762312513817e-06
507.06,1.305039386296647e-06
511.74,2.049199537579648e-06
514.19,2.614656392652193e-06
515.47,2.880708636570984e-06
516.14,2.9688427221744067e-06
516.48,3.003054601163482e-06
516.66,3.0076403769560424e-06
516.75,3.0124393483424666e-06
516.8,3.0173392864117354e-06
516.85,3.01729391020283e-06
516.91,3.0171996782825753e-06
516.95,3.022056368054915e-06
517.05,3.021922297294493e-06
517.23,3.0215806127398638e-06
517.57,3.0110920577981788e-06
518.24,2.960399906860662e-06
519.53,2.7650199444707853e-06
522.02,2.287200229663809e-06
526.83,1.6377780648473824e-06
529.39,1.4557761376580451e-06
531.65,1.358475150900236e-06
536.55,1.2940757961811557e-06
539.13,1.2755414083720528e-06
540.47,1.2249699327912096e-06
541.17,1.1776247142703382e-06
541.53,1.1468699805438093e-06
541.72,1.1295422755359886e-06
541.81,1.119934640960723e-06
541.87,1.1146786028234128e-06
541.92,1.1092059138587824e-06
541.97,1.1037550364389616e-06
542.02,1.0982369472962015e-06
542.12,1.0878095457924914e-06
542.31,1.067119941756357e-06
542.67,1.0248106032802459e-06
543.37,9.367766870261923e-07
544.73,7.601354851160679e-07
547.34,4.76884504730033e-07
552.38,2.091491837487233e-07
554.78,1.7019650717478256e-07
556.88,1.7329324357185126e-07
562.01,3.0323955063095825e-07
564.71,4.3772749223836274e-07
566.11,5.127816020498169e-07
566.85,5.464511894155113e-07
567.23,5.616891023094614e-07
567.42,5.685013449565102e-07
567.52,5.717176027854797e-07
567.58,5.735136149673827e-07
567.63,5.752171639914547e-07
567.69,5.767700245757888e-07
567.74,5.786356208960624e-07
567.85,5.813113726013207e-07
568.04,5.865292753764654e-07
568.42,5.938183299026998e-07
569.16,6.019287732291686e-07
570.57,5.955740688195812e-07
573.31,5.439756337834958e-07
573.78,5.3336845142104e-07
574.19,5.244918550264544e-07
576.94,4.565793828821227e-07
578.38,4.1071663779157483e-07
579.13,3.822708930093866e-07
579.51,3.667659262659751e-07
579.71,3.5820670700313444e-07
579.82,3.539304701470085e-07
579.87,3.514175983343214e-07
579.93,3.489422395798206e-07
579.99,3.465911209678944e-07
580.04,3.4445395803229536e-07
580.15,3.396201058237229e-07
580.35,3.312996396516232e-07
580.74,3.147688667780089e-07
581.49,2.83236423244855e-07
582.93,2.3083815630099898e-07
585.73,1.7215721037545317e-07
591.13,1.4955481384128819e-07
598.3,1.4857279205813137e-07
604.98,1.514804889776047e-07
610.56,1.5641423765599446e-07
613.49,1.532682507577957e-07
615.01,1.4543770235366663e-07
615.81,1.3875520074545086e-07
616.22,1.344461298557133e-07
616.43,1.3216834766849575e-07
616.55,1.3099188256098935e-07
616.6,1.30206677901883e-07
616.66,1.2941084510707226e-07
616.73,1.2859685106422134e-07
616.78,1.2814878360513699e-07
616.89,1.2688814632116712e-07
617.11,1.2427274316322284e-07
617.52,1.1912082679272642e-07
618.32,1.0856781975846193e-07
619.86,8.965630544870559e-08
622.83,6.720901032527705e-08
628.57,6.070689515324124e-08
639.65,6.366373613073696e-08
661.04,5.950515114324468e-08
702.35,4.7650188085024387e-08
782.1,3.2300640637986497e-08
936.06,1.8450313384388555e-08
1000.0,1.5350225126457613e-08
